# commit: 34799ff13cba0c79c2ae4ec9dd484621e7465b07
# arch	numCUs	numChiplets	testVector	perfConfig (greedy)
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 225 -n 1280 -k 5120	v4:32,32,8,16,16,16,4,4,4,0,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 3600 -n 640 -k 640	v4:32,64,8,32,16,16,4,1,4,1,2,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 14400 -n 320 -k 320	v4:32,64,8,32,16,16,4,1,4,1,0,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA true -transB false -g 1 -m 900 -n 3840 -k 1280	v4:32,64,8,32,16,16,4,1,4,1,8,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 3600 -n 5120 -k 640	v4:192,64,4,192,16,16,4,1,4,0,1,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 900 -n 10240 -k 1280	v4:32,64,8,32,16,16,4,1,4,1,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 3600 -n 640 -k 2560	v4:32,64,8,32,16,16,4,1,4,0,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA true -transB false -g 1 -m 14400 -n 960 -k 320	v4:32,64,8,32,16,16,4,1,4,1,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA true -transB false -g 1 -m 3600 -n 1920 -k 640	v4:64,64,4,64,16,16,4,1,4,1,8,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 900 -n 1280 -k 5120	v4:32,64,4,16,32,16,8,1,4,0,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 14400 -n 2560 -k 320	v4:128,64,4,64,32,16,4,1,4,0,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 225 -n 1280 -k 1280	v4:96,64,4,48,16,16,4,4,2,0,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 9216 -n 512 -k 512	v4:32,64,8,16,32,16,4,1,4,1,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f32 -out_datatype f32 -transA false -transB false -g 1 -m 225 -n 10240 -k 1280	v4:32,64,8,32,16,16,4,1,4,1,2,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 16 -n 1000 -k 2048	v4:16,16,4,16,16,16,16,4,4,1,0,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 32 -n 1000 -k 2048	v4:16,16,4,16,16,16,16,4,4,1,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 64 -n 1000 -k 2048	v4:16,16,8,16,16,16,8,1,4,0,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 1000 -k 2048	v4:16,16,4,16,16,16,16,4,4,1,2,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 128 -n 1000 -k 2048	v4:16,16,4,16,16,16,16,1,4,1,0,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 1 -n 1 -k 3072	v4:16,16,8,16,16,16,8,1,4,1,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 1 -n 32 -k 1	v4:16,32,4,16,16,16,8,3,1,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 512 -k 512	v4:16,16,8,16,16,16,8,4,4,1,8,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 128 -k 512	v4:16,16,4,16,16,16,16,4,4,1,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 64 -k 512	v4:16,16,8,16,16,16,8,4,4,1,1,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 1024 -k 512	v4:16,16,8,16,16,16,8,4,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 256 -k 512	v4:16,16,8,16,16,16,8,4,4,1,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 9216 -k 4096	v4:32,32,2,32,32,32,16,4,4,1,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 100 -n 9792 -k 100	v4:32,32,2,32,32,32,8,1,4,1,2,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 100 -n 19200 -k 100	v4:128,96,2,32,96,32,8,1,2,0,0,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 19200 -n 102 -k 100	v4:64,64,8,32,32,16,8,1,2,1,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 2 -n 128 -k 2	v4:32,128,2,32,64,32,8,4,1,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 9792 -n 200 -k 100	v4:64,64,4,32,64,32,8,1,4,0,4,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 640 -k 256	v4:16,16,8,16,16,16,8,4,3,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 128 -k 256	v4:16,16,4,16,16,16,32,1,4,0,8,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 768 -k 256	v4:16,16,8,16,16,16,32,1,3,0,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 4096 -n 384 -k 256	v4:64,32,4,32,32,32,8,1,4,1,4,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 256 -k 256	v4:16,32,4,16,16,16,16,4,4,1,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 128 -k 256	v4:32,32,8,16,32,16,8,1,4,0,8,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 256 -k 256	v4:16,16,8,16,16,16,8,4,3,1,0,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 32 -k 256	v4:32,16,8,16,16,16,8,4,4,1,8,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 384 -k 256	v4:16,16,8,16,16,16,32,1,3,0,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 4 -n 65536 -k 32	v4:16,64,8,16,64,16,4,1,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 256 -k 128	v4:16,32,8,16,16,16,4,4,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 4 -k 256	v4:32,16,8,16,16,16,8,4,1,0,1,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 2048 -k 256	v4:16,16,8,16,16,16,16,1,4,0,2,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 256 -k 128	v4:64,32,4,64,16,16,8,1,4,0,1,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 7 -n 256 -k 2048	v4:16,16,4,16,16,16,32,4,4,1,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 384 -k 256	v4:64,32,4,32,32,16,8,1,4,1,0,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 14 -m 4200 -n 14 -k 64	v4:32,16,8,32,16,16,8,1,4,1,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4900 -n 768 -k 768	v4:64,64,8,64,64,16,8,1,4,1,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 64 -m 768 -n 64 -k 64	v4:192,128,4,96,64,32,16,1,1,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4900 -n 2304 -k 768	v4:64,192,4,32,192,32,8,1,2,1,0,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 2304 -k 768	v4:64,192,8,32,96,16,8,1,2,0,2,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 768 -k 3072	v4:64,96,8,32,48,16,16,1,2,1,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 768 -k 768	v4:64,64,4,64,64,16,8,1,4,0,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 1 -n 4 -k 3072	v4:32,16,8,16,16,16,16,4,2,0,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 1 -n 64 -k 1	v4:16,32,4,16,16,16,4,3,1,1,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 4096 -n 3072 -k 768	v4:128,256,2,128,64,32,8,1,4,0,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 9216 -n 1536 -k 512	v4:128,256,2,128,64,32,8,1,4,0,2,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 14400 -n 512 -k 512	v4:128,128,8,64,64,16,8,1,2,1,1,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 14400 -n 1536 -k 512	v4:128,256,2,128,64,32,8,1,4,0,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 9216 -n 512 -k 512	v4:64,64,4,64,64,32,8,1,4,1,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 2304 -n 5120 -k 640	v4:128,256,2,128,64,32,8,1,4,0,8,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 576 -n 10240 -k 1280	v4:128,256,8,64,64,16,8,1,2,1,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 2304 -n 640 -k 2560	v4:96,32,4,48,32,16,16,1,4,0,0,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 9216 -n 960 -k 320	v4:64,64,2,64,64,32,16,1,4,1,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 576 -n 3840 -k 1280	v4:64,32,2,32,32,32,32,1,3,0,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 2560 -k 320	v4:16,16,4,16,16,16,16,1,4,0,8,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 576 -n 1280 -k 5120	v4:224,128,4,224,32,16,8,4,2,0,0,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 2304 -n 640 -k 640	v4:64,32,4,32,32,16,8,1,4,1,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 576 -n 1280 -k 1280	v4:32,32,4,32,32,16,8,1,4,1,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 144 -n 3840 -k 1280	v4:48,32,8,48,16,16,16,1,2,1,8,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 2304 -n 1920 -k 640	v4:64,64,2,32,64,32,16,1,4,1,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 9216 -n 320 -k 320	v4:64,64,4,64,32,16,8,1,4,1,2,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 1280 -k 1280	v4:16,16,8,16,16,16,8,4,4,1,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 9600 -k 1280	v4:16,96,4,16,48,16,16,4,4,1,1,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 144 -n 1280 -k 1280	v4:32,32,8,16,32,16,8,1,4,1,4,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 9216 -n 2560 -k 320	v4:256,128,2,64,128,32,16,1,2,0,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 9216 -n 320 -k 1280	v4:64,64,4,64,64,16,16,1,4,0,2,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 144 -n 10240 -k 1280	v4:64,64,2,32,32,32,16,1,4,0,8,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB true -g 1 -m 1 -n 20160 -k 1280	v4:16,16,8,16,16,16,8,1,4,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 77 -n 36480 -k 768	v4:32,64,4,32,32,32,8,1,3,0,1,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 3600 -n 640 -k 640	v4:32,64,4,32,32,32,8,1,3,1,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 900 -n 1280 -k 1280	v4:96,32,4,48,32,16,16,1,4,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 225 -n 1280 -k 5120	v4:64,64,2,64,32,32,16,4,4,1,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 144 -n 1280 -k 5120	v4:48,32,8,48,16,16,8,4,4,1,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 3600 -n 640 -k 2560	v4:96,32,4,48,32,16,16,1,4,1,8,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 14400 -n 320 -k 320	v4:64,64,2,32,64,32,16,1,3,1,4,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 3600 -n 5120 -k 640	v4:128,256,2,128,64,32,8,1,4,0,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 900 -n 3840 -k 1280	v4:128,128,8,32,128,32,8,1,2,1,1,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 900 -n 10240 -k 1280	v4:192,128,4,192,32,16,8,1,4,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 14400 -n 960 -k 320	v4:128,256,2,64,128,32,16,1,4,0,8,8,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 3600 -n 1920 -k 640	v4:128,128,2,64,64,32,8,1,4,0,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 900 -n 1280 -k 5120	v4:224,128,4,224,32,16,8,4,2,0,0,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 14400 -n 2560 -k 320	v4:192,64,8,96,64,16,8,1,1,0,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 14400 -n 320 -k 1280	v4:64,64,4,64,32,16,8,1,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 225 -n 1280 -k 1280	v4:64,32,8,16,32,16,8,1,4,1,1,4,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA true -transB false -g 1 -m 225 -n 3840 -k 1280	v4:16,96,8,16,48,16,8,1,2,1,8,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 16 -n 1000 -k 2048	v4:16,16,8,16,16,16,16,1,4,0,1,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 32 -n 1000 -k 2048	v4:16,16,8,16,16,16,16,1,4,0,4,32,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 64 -n 1000 -k 2048	v4:16,16,8,16,16,16,16,1,4,0,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 128 -n 1000 -k 2048	v4:16,16,8,16,16,16,16,1,4,0,4,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 1000 -k 2048	v4:16,16,8,16,16,16,16,1,4,0,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 1 -n 1 -k 3072	v4:32,16,16,32,16,16,8,1,4,1,4,32,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 1 -n 32 -k 1	v4:96,192,8,48,96,16,8,1,2,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 512 -k 512	v4:16,16,32,16,16,16,16,1,3,0,4,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 128 -k 512	v4:16,16,8,16,16,16,16,1,4,0,4,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 64 -k 512	v4:16,16,16,16,16,16,16,1,4,0,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 1024 -k 512	v4:16,16,8,16,16,16,16,1,4,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 256 -k 512	v4:16,16,8,16,16,16,16,1,4,1,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t f16 -out_datatype f16 -transA false -transB false -g 1 -m 225 -n 10240 -k 1280	v4:64,64,4,32,64,16,16,1,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 100 -n 9792 -k 100	v4:32,128,32,32,32,32,1,1,4,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 9216 -k 4096	v4:16,16,16,16,16,16,16,1,4,0,0,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 100 -n 19200 -k 100	v4:192,96,4,48,48,16,16,1,4,0,1,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA true -transB false -g 1 -m 9792 -n 200 -k 100	v4:64,32,32,32,32,32,1,1,4,0,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 2 -n 128 -k 2	v4:32,192,8,32,48,16,8,1,1,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 19200 -n 102 -k 100	v4:32,64,8,32,32,32,8,1,2,1,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 640 -k 256	v4:32,16,8,32,16,16,16,1,4,0,0,8,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 128 -k 256	v4:32,16,16,16,16,16,16,1,1,0,0,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 768 -k 256	v4:32,16,16,16,16,16,16,1,2,0,2,32,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 256 -k 256	v4:16,16,16,16,16,16,16,1,1,0,1,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA true -transB false -g 1 -m 4096 -n 384 -k 256	v4:64,64,16,16,64,16,16,1,1,0,8,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 128 -k 256	v4:64,32,16,32,16,16,16,1,1,0,1,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 256 -k 256	v4:32,16,16,16,16,16,16,1,1,0,1,32,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 32 -k 256	v4:32,16,16,32,16,16,16,1,4,1,8,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 384 -k 256	v4:32,16,16,16,16,16,16,1,1,0,0,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 256 -k 128	v4:48,16,4,48,16,16,16,1,4,0,8,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 1 -n 4 -k 256	v4:64,16,8,32,16,16,16,1,1,0,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 1 -m 4 -n 65536 -k 32	v4:32,128,32,32,32,32,1,1,4,0,2,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 2048 -k 256	v4:32,16,8,32,16,16,16,1,4,0,2,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 256 -k 128	v4:32,32,8,16,32,16,16,1,2,0,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 384 -k 256	v4:64,64,8,32,32,16,16,1,1,0,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 7 -n 256 -k 2048	v4:32,16,32,16,16,16,16,1,2,0,2,64,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 14 -m 4200 -n 14 -k 64	v4:48,16,4,48,16,16,16,1,4,1,2,8,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4900 -n 2304 -k 768	v4:192,64,4,192,32,16,16,1,4,0,2,8,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB true -g 64 -m 768 -n 64 -k 64	v4:192,128,8,96,64,16,8,1,4,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4900 -n 768 -k 768	v4:64,256,16,16,64,16,16,1,2,1,1,8,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 2304 -k 768	v4:64,128,32,64,64,32,1,1,4,0,4,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 3072 -k 768	v4:128,128,8,64,64,16,16,1,1,0,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 768 -k 768	v4:128,128,16,32,64,16,16,1,2,0,1,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 1 -n 4 -k 3072	v4:16,16,32,16,16,16,16,1,1,0,8,8,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 1 -n 64 -k 1	v4:128,192,4,64,96,16,8,1,2,2,0,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 4096 -n 768 -k 3072	v4:128,128,16,64,32,32,16,1,2,1,2,16,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 9216 -n 512 -k 512	v4:192,64,8,96,32,16,16,1,1,0,8,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 9216 -n 1536 -k 512	v4:64,128,8,32,64,16,16,1,1,0,2,4,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 14400 -n 1536 -k 512	v4:64,128,8,32,64,16,16,1,1,0,4,0,1,1
gfx950:sramecc+:xnack-	256	8	-t i8 -out_datatype i32 -transA false -transB false -g 1 -m 2304 -n 5120 -k 640	v4:128,128,8,64,64,16,16,1,1,0,0,32,1,1
